00,NOP,1
01,AJMP,2,addr
02,LJMP,3,addr16
03,RR,1,A
04,INC,1,A
05,INC,2,dir
06,INC,1,@Ri

08,INC,1,Ri

10,JBC,3,bit,rel
11,ACALL,2,addr
12,LCALL,3,addr16
13,RRC,1,A
14,DEC,1,A
15,DEC,2,dir
16,DEC,1,@Ri

18,DEC,1,Ri

20,JB,3,bit,rel
21,AJMP,2,addr
22,RET,1
23,RL,1,A
24,ADD,2,A,#imm
25,ADD,2,A,dir
26,ADD,1,A,@Ri

28,ADD,1,A,Ri

30,JNB,3,bit,rel
31,ACALL,2,addr
32,RETI,1
33,RLC,1,A
34,ADDC,2,A,#imm
35,ADDC,2,A,dir
36,ADDC,1,A,@Ri

38,ADDC,1,A,Ri

40,JC,2,rel
41,AJMP,2,addr
42,ORL,2,dir,A
43,ORL,3,dir,#imm
44,ORL,2,A,#imm
45,ORL,2,A,dir
46,ORL,1,A,@Ri

48,ORL,1,A,Ri

50,JNC,2,rel
51,ACALL,2,addr
52,ANL,2,dir,A
53,ANL,3,dir,#imm
54,ANL,2,A,#imm
55,ANL,2,A,dir
56,ANL,1,A,@Ri

58,ANL,1,A,Ri

60,JZ,2,rel
61,AJMP,2,addr
62,XRL,2,dir,A
63,XRL,3,dir,#imm
64,XRL,2,A,#imm
65,XRL,2,A,dir
66,XRL,1,A,@Ri

68,XRL,1,A,Ri

70,JNZ,2,rel
71,ACALL,2,addr
72,ORL,2,C,bit
73,JMP,1,@A+DPTR
74,MOV,2,A,#imm
75,MOV,3,dir,#imm
76,MOV,2,@Ri,#imm

78,MOV,2,Ri,#imm

80,SJMP,2,rel
81,AJMP,2,addr
82,ANL,2,C,bit
83,MOVC,1,A,@A+PC
84,DIV,1,AB
85,MOV,3,dir,dir
86,MOV,2,dir,@Ri

88,MOV,2,dir,Ri

90,MOV,3,DPTR,#imm16
91,ACALL,2,addr
92,MOV,2,bit,C
93,MOVC,1,A,@A+DPTR
94,SUBB,2,A,#imm
95,SUBB,2,A,dir
96,SUBB,1,A,@Ri

98,SUBB,1,A,Ri

A0,ORL,2,C,/bit
A1,AJMP,2,addr
A2,MOV,2,C,bit
A3,INC,1,DPTR
A4,MUL,1,AB

A6,MOV,2,@Ri,dir

A8,MOV,2,Ri,dir

B0,ANL,2,C,/bit
B1,ACALL,2,addr
B2,CPL,2,bit
B3,CPL,1,C
B4,CJNE,3,A,#imm,rel
B5,CJNE,3,A,dir,rel
B6,CJNE,3,@Ri,#imm,rel

B8,CJNE,3,Ri,#imm,rel

C0,PUSH,2,dir
C1,AJMP,2,addr
C2,CLR,2,bit
C3,CLR,1,C
C4,SWAP,1,A
C5,XCH,2,A,dir
C6,XCH,1,A,@Ri

C8,XCH,1,A,Ri

D0,POP,2,dir
D1,ACALL,2,addr
D2,SETB,2,bit
D3,SETB,1,C
D4,DA,1,A
D5,DJNZ,3,dir,rel
D6,XCHD,1,A,@Ri

D8,DJNZ,2,Ri,rel

E0,MOVX,1,A,@DPTR
E1,AJMP,2,addr
E2,MOVX,1,A,@Ri
E4,CLR,1,A
E5,MOV,2,A,dir
E6,MOV,1,A,@Ri

E8,MOV,1,A,Ri

F0,MOVX,1,@DPTR,A
F1,ACALL,2,addr
F2,MOVX,1,@Ri,A
F4,CPL,1,A
F5,MOV,2,dir,A
F6,MOV,1,@Ri,A

F8,MOV,1,Ri,A
